Gephyrocapsa huxleyi HET,lat,lon,temperature,sio4,po4,no3,o2,DIC,TA,PAR
0,-68,-69,-0.1078013525,110.1362107981,1.9428139484,32.2444991686,229.8818743479,2246.7521234884,2342.4430038512,3.264528187027136e-08
0,-62,-35,-0.3932015206,97.1526725839,2.1376478188,32.9860610142,237.8839380644,2250.4125371687,2343.4957204386,3.1660456001455305e-06
0,-62,26,1.0063114021,87.2725745957,2.2997924005,33.2232233077,209.9591937636,2246.0524491562,2336.5755044141,8.145397557235757e-05
0,-68,-173,0.6266282617,87.5633687578,2.2700164919,32.5164753603,186.9363284449,2230.880717603,2339.8734264507,9.644446423254684e-06
0,-67,-29,0.0694306092,97.7220615104,2.2675769075,32.4537616956,201.1830709532,2262.1806376162,2350.3246353768,1.4716974774898456e-05
0,-66,115,-0.8218400152,81.1035873517,2.1057131291,30.5793876592,248.7886108235,2233.6422848589,2328.8814702623,0.0003057982
0,-64,16,1.0272665933,116.4976978798,2.2710445438,33.1401507211,202.6756532061,2252.210677379,2347.0131267846,1.5612404742594877e-05
0,-56,23,-1.1455271615,80.9673413146,1.643984745,25.2674315015,354.1722004968,2173.0720208287,2302.1094783505,73.8643193737
0,-65,160,-0.2962752091,86.227264541,2.1417919612,32.1878518701,218.1416813648,2236.1868917277,2332.2649893431,0.0003677367
0,-62,-19,-0.2465015016,103.3694697443,2.0764246166,31.8115448863,237.8532228851,2245.9002074759,2343.2629185711,8.426566651147365e-05
0,-61,-18,-0.6319806992,87.2280837995,1.8982373987,30.4050514423,289.8064704868,2226.7953055166,2329.5972708701,0.000585886
0,-64,-33,-1.3154718713,92.5612951173,2.0133248853,29.9033455608,256.8174596365,2235.9028984688,2337.3759501892,9.866549751743637e-05
0,-65,-157,1.0903059683,87.7252943344,2.2918151367,31.9674287184,217.7581724179,2223.0581039508,2339.7167744185,5.403805558056024e-06
0,-66,158,-1.0075902137,83.3033497468,1.7913297345,31.600477127,274.4989517142,2200.5816657547,2323.1823444437,0.0475740256
0,-60,-28,-0.4472488014,97.7392714351,2.0883978617,31.0742496455,234.014933799,2240.2348975893,2336.1318440935,1.7956813835857912e-05
0,-64,128,0.6907858063,81.7968200064,2.432636917,33.5755165492,201.615725268,2244.5104433856,2331.1201948155,2.7900477065318664e-07
0,-60,158,1.1047496724,73.9605227466,2.2388674434,37.2404147116,208.8214525131,2219.0648897283,2308.31456299,0.0006368148
0,-62,6,0.2248382661,99.6670911134,2.3586916598,31.7846199527,231.8481605165,2240.8323343409,2345.1275352137,0.00637308
0,-66,3,0.2975854576,80.9738227723,2.2178274518,31.9755254412,210.9357574323,2253.1862114858,2344.9730423325,0.0001777628
0,-71,-78,-1.2876378651,91.08108088,2.0602081297,29.2516291626,253.2521505773,2229.3907323067,2298.6034322181,0.0001035432
0,-63,-1,-0.1960752929,96.8490731247,2.2704984447,32.7700413322,225.5624815329,2241.0153718503,2343.5024188545,0.0029608
0,-67,-38,-0.287544429,89.1384471048,2.1847627903,30.7869781809,222.6602376063,2248.43644888,2347.391334932,5.944913984166788e-06
0,-64,-138,0.2732990736,75.4328505444,2.3487059244,33.6081661646,205.6486291753,2257.2861131533,2320.1213882557,0.000149396
0,-68,-169,0.7940807126,80.8623751092,2.2061858722,32.7525966637,209.290814531,2236.5449932112,2336.5086478146,3.876805624626674e-05
0,-62,151,1.3176843609,73.3861962773,2.3768676514,33.9882364031,185.9822300613,2239.9171966445,2324.96190313,0.0008970072
0,-64,-5,0.7947663418,102.8075106885,2.2366412885,31.7066553909,198.6172508905,2256.6207614892,2345.9389837707,0.005628171
0,-60,3,0.2795485406,102.5192684816,2.3165464122,33.2422739619,218.7407777128,2244.4738198664,2345.7553379114,0.0219109692
0,-66,-25,0.0465088501,96.2228661852,2.1810444689,31.8421892576,209.7486386139,2259.2263062434,2350.0430616265,0.0333196187
0,-67,25,-0.3257155308,102.7503802553,2.099132727,31.4494855446,219.4255476031,2249.7394615049,2337.1851522799,0.0088700184
0,-62,101,0.7791257932,78.010277993,2.3384876301,33.3488397677,196.1451756425,2249.6142604668,2330.4964540729,1.1665067359219411e-05
0,-63,21,1.1083979684,89.0246657014,2.25378246,31.3470173506,207.1729704738,2249.5930347658,2344.2758041507,0.0018629643
0,-68,-41,-0.2293693291,99.3580544274,2.261869381,31.56457898,208.3852059988,2252.6818841336,2349.1367588573,0.000416898
0,-36,-74,10.2330142501,24.1986208363,2.6929844888,31.3007336203,44.854525592,2242.5664074066,2276.8924311077,7.4769524612515e-06
0,-66,-70,0.7429463971,80.7169725895,2.3202706156,34.8587540428,220.2651111652,2222.1427474987,2340.1475990178,1.691184397250717e-05
0,-61,18,0.3513644952,91.2866213013,1.970390007,32.0686726566,228.5933478727,2241.5674692115,2341.8288230137,0.0035513842
0,-66,-48,-1.6663198826,85.9090406773,2.1252606436,31.3724351312,265.0969567599,2232.2287882929,2341.0207649464,0.0151458584
0,-62,2,-1.1694183939,82.8404747894,2.1690273824,30.627986561,274.8028630862,2220.3093811323,2332.4964744099,0.0159438869
0,-62,-40,-0.8275512227,91.132124678,2.0276190213,29.7070063733,292.1760295176,2220.315616826,2333.4129123914,0.0034437912
0,-72,-84,-0.8527776218,109.7205205194,3.0474837674,34.1059744648,274.2121684993,2225.3296770793,2331.5808967582,1.616894665468502e-06
0,-68,-31,-1.2483958176,88.4738703729,1.8997383745,28.9712934757,330.7973705213,2190.3351994726,2326.2363775262,1.5158442358
0,-68,-42,-0.0983271917,103.4287608951,2.2995967763,30.3197358786,238.6397856261,2238.0878297715,2346.9880017336,3.746210060652551e-05
0,-74,-135,-1.3126700176,86.1422072351,2.1312119733,29.1003399193,264.9041717052,2195.4413284629,2305.7468369508,0.0024418116
0,-64,-28,-0.7074878307,87.2436774231,2.1725130178,30.8941042552,264.2534757498,2247.3397053991,2345.1669722242,0.0052419463
0,-63,-49,-1.2676544443,83.2394637753,2.104103879,30.0501144851,293.7421671956,2222.0748775243,2335.0763810723,0.0181367868
0,-63,50,0.9806188709,83.7321909522,2.3360903584,33.164692571,193.5996671032,2249.2668430318,2335.1107392467,9.365263980892876e-05
0,-65,-68,1.0484241675,88.225132073,2.2750197967,33.0525396069,252.6763930573,2223.7359404763,2341.0904637315,9.167709136968883e-06
0,-71,-88,0.2522140647,100.1100124543,2.3360164955,33.5035361449,191.0455687782,2262.1853815624,2339.7897634391,3.620752476183437e-07
0,-60,-32,0.0576221488,104.9153614249,2.3905918636,34.3249797733,243.1723441883,2242.1159658127,2343.2363676846,0.0091471185
0,-61,-153,0.965920744,88.140277765,2.3011943934,32.7255741367,220.0229116375,2237.590519555,2331.5812736028,0.0004330506
0,-61,154,1.2768506615,71.2469627439,2.3651833153,33.7333546773,202.2835226645,2245.5136944132,2331.1094853944,0.0008583601
0,-65,3,0.4738811883,92.0327748657,2.2210144186,31.4363328015,223.9377483587,2256.293300472,2349.5865849768,1.2804458938787442e-06
0,-68,166,-0.1312949478,87.9903732121,2.0614125673,30.6188446179,243.100974198,2238.3717738869,2335.4448604762,0.0025066992
0,-61,44,0.3666631472,79.618278557,2.2597625317,32.4907490931,194.660215257,2237.8388214814,2317.8553535398,0.0009194622
0,-69,-14,-0.0717917637,91.0221332351,2.2250444789,32.1081055396,229.8306186109,2243.5359585976,2343.2123285689,3.584006176980021e-05
0,-66,-37,-0.9450642476,91.283034138,2.192229614,30.8840082477,228.8651453564,2248.0142622924,2345.0919147532,0.0601420853
0,-58,-4,-0.4069002055,88.4048604584,2.0289500352,31.9951496358,236.8769676077,2237.3830606482,2327.5167759923,0.0062865019
0,-63,117,0.8709046493,78.4293655279,2.3689073857,34.2976188718,182.7735951253,2251.6633730876,2332.416690113,3.3592120360191823e-06
0,-66,42,-0.4570043033,89.2312467782,2.2747684542,33.136279507,222.3974353306,2239.7091407231,2334.5969572674,2.1689631960279675e-05
0,-70,23,0.371145023,86.1190681979,1.7846769724,28.3012876287,234.5327761769,2227.9737125715,2343.4101682941,3.398684768203804e-07
0,-61,-42,-0.4482155534,81.8074778829,2.3236821261,31.630071899,255.5588692871,2235.3772948245,2340.2343146284,0.000760738
0,-71,-127,0.5387322205,82.3438529902,2.185886425,31.4880892495,229.6292111096,2237.3972552809,2315.4119705539,1.4368851727084246e-06
0,-61,-42,-0.9114909109,84.1231085097,1.9727229683,29.5203160923,330.5227117483,2205.1323334595,2325.9524466101,0.0124655904
0,-60,11,-0.6739946775,90.9066345588,2.1585138519,30.7206200859,268.9409191167,2222.897365647,2323.0843593209,0.0014620957
0,-61,122,1.1524844809,73.6427615875,2.3635363168,33.2822896972,204.6222862356,2234.1338953843,2317.2371313168,0.0015078157
0,-56,2,0.2027246287,80.7070279714,2.2047466285,31.7739186681,247.9291448268,2227.1440731292,2325.1882015038,7.353747770263126e-05
0,-61,0,0.3367618898,100.3199258602,2.2211208966,32.0988056497,201.8887131807,2250.8884359334,2346.7069524672,3.663880176231571e-05
0,-70,-77,-0.2093540992,95.2863525825,2.2974873232,32.297330618,224.7348688486,2247.7155353067,2330.798727732,3.543756952903028e-07
0,-63,-12,-0.3831898805,81.4646558144,2.3634247146,31.8791005237,238.4479205896,2244.1987218401,2335.8676896965,0.0003217865
0,-64,5,0.5569726675,102.8147449358,2.2415680121,33.4591598992,215.7864000802,2250.765552025,2349.0320046555,2.079541846727442e-06
0,-61,1,0.4625768016,112.2429697576,2.3289489712,33.270235744,196.542050266,2263.9799202453,2351.5597015487,3.849367592614489e-06
0,-67,1,0.6938114794,94.3993375808,2.2476776728,32.2806406261,217.9046377205,2239.0912353838,2347.9376662144,0.0007373199
0,-71,-125,-0.4677083962,83.2227730984,2.2523191686,31.6551577617,237.1570739857,2235.6590954043,2320.2486385794,3.854842024472368e-05
0,-63,6,-0.2667173243,89.4050557306,2.207417652,31.7081897644,217.4062789906,2249.8873933257,2339.7621531786,0.0061297005
0,-68,171,-0.327350514,94.383408344,2.2418048581,32.6499367701,212.3432612806,2244.5227579419,2333.6468444869,0.0025062679
0,-63,125,1.4745631914,79.7691585241,2.0960508411,34.8533406518,206.9787118921,2239.0109646983,2330.9897282803,0.0023257522
0,-65,17,0.9852694718,107.5921123109,2.2945060088,32.0303300496,212.7327388394,2243.8933015611,2348.5797641272,1.476720479314387e-05
0,-73,-124,-1.8544799918,87.4084023237,2.1259982588,30.0636510849,288.0227874368,2212.8609666429,2312.4012329891,5.0669444517234295e-08
0,-62,21,-0.5730609935,83.6930305557,1.9137033014,28.7254059947,283.868862573,2218.2368420037,2328.2005967558,0.0043367817
0,-70,-149,0.9981584787,80.7901812226,2.2341230751,31.9040985559,209.8500338577,2239.142581472,2339.3140316007,5.31202749985206e-07
0,-68,-148,1.1611563366,86.9614283757,2.2941599084,32.8104299047,202.270934381,2251.0770437286,2343.1268533957,6.043864549069823e-06
0,-64,153,0.5085969174,83.0815117465,2.3046786185,32.32087508,228.8212031774,2232.9778440784,2324.2335208898,0.0008479469
0,-68,-51,-1.0356712229,89.2794379351,2.1762643769,26.0775874904,254.7370123011,2232.6146773581,2342.6001909505,2.660102143875411e-05
0,-64,-60,-0.3466100097,83.7398910522,1.7654432058,26.4111232758,337.2296447754,2201.0095522541,2325.6280109895,57.4620448087
0,-65,-43,-0.6752033853,101.7099413806,2.2205527343,33.0334360745,253.1290044102,2237.4814576686,2345.0055679528,0.0154838418
0,-60,-45,-0.2397507637,84.7465125087,2.0173195958,30.6655754014,287.8574849327,2217.5076426174,2328.0502428487,0.0014988845
0,-65,139,-0.318082291,87.7992307168,2.2886191017,32.9691352314,256.4537263308,2227.3873561627,2333.5236720357,0.0133445423
0,-63,14,0.891874169,92.6083965162,2.2119997325,31.8910341061,216.2039078942,2243.7333603335,2344.2640224029,0.0003402313
0,-70,166,-0.6285199984,83.8617653027,2.0625060559,32.6317283645,258.9291504398,2234.1399828068,2333.355542147,4.746176649448627e-06
0,-67,-70,-1.7827842337,81.7059088261,1.5221817901,20.4454586768,340.800004308,2196.3343911538,2308.2849427971,12.7289774132
0,-70,-109,0.6405045725,70.4056868787,2.3386331624,33.6664419562,190.1538931907,2264.8549275973,2315.0090845106,1.0170559988034427e-05
0,-67,-177,1.2436419951,87.0313563381,2.2368289059,32.7444055557,185.0004326299,2237.7546693448,2337.9350620422,6.315319850245924e-07
0,-67,-51,-1.6233263732,85.5810698996,2.0828490064,26.0573289661,274.8803358415,2225.9737097371,2337.6574012984,0.0026411546
0,-36,-74,10.8290976176,12.4868082883,3.393497511,30.6056553456,119.2515525264,2174.47469264,2257.9809890454,0.0027813059
0,-57,8,0.2421519613,104.0428844302,2.3050574028,33.0736374724,226.7570380431,2246.2397291747,2347.9268757479,0.0001729736
0,-71,-81,-1.0627297892,88.4013689555,2.1320417204,30.8343697693,269.8568397935,2226.3772466514,2310.502342098,2.9332299615886127e-05
0,-61,146,1.905096137,67.1711022387,2.4229941607,35.126286914,193.7026686334,2237.4998692297,2320.7044526245,0.0001091827
0,-65,-150,0.2646869834,81.7998510369,2.2225736011,31.6903533149,222.8151013696,2244.6739391423,2330.87269009,0.0002173266
0,-64,4,0.3712231052,90.0054829144,2.2221860358,32.0867780654,219.4654786306,2248.126450105,2340.3569929839,0.0002824737
0,-64,-165,1.172750978,77.9073740972,2.1678208614,33.2433032775,213.4559516937,2237.5374902269,2333.9537824657,1.1290881426382398e-05
0,-60,17,0.1079306477,81.6259969512,2.0863937196,31.1393869918,255.6293375783,2230.8596926516,2340.3651496215,0.0140561356
0,-57,-2,-0.1941013409,84.3122176064,2.1632593288,32.3195863932,241.7195792726,2231.7960329559,2326.7125400628,0.0014286281
0,-64,-39,-1.4506524509,84.6286311051,2.1186892325,30.3193211902,269.4260540521,2232.0866980277,2339.2159424581,0.0053917044
0,-58,18,0.2432771581,93.5267127502,2.076945463,31.1793103719,263.2649307056,2231.7789197554,2343.3638883373,0.0007049437
0,-68,4,0.3794855026,90.7313363759,2.2050219622,31.2667308523,213.1151220176,2248.9430915268,2347.1256837742,0.0388965437
0,-63,54,1.0078474478,78.7610110363,2.1571063217,32.7645900517,196.6054480269,2253.2297254342,2332.2504364262,0.0008750376
0,-58,-27,0.1367394181,87.6317914438,1.8445042243,33.6618200834,241.5543544438,2237.3499052511,2335.6632829016,1.342652348102864e-05
0,-74,-34,-1.5146151275,86.8673907881,2.091168269,31.8139238895,258.694089193,2229.1220938181,2342.6921862284,1.7721133942069226e-05
0,-64,-159,1.0876566119,77.9515982576,2.2873483904,31.56052697,214.8828443926,2242.3136552965,2333.5280233743,0.0003825937
0,-67,-77,0.2206957677,80.6857637486,2.3136582096,32.9907063331,248.8704586981,2223.8385984442,2324.8385399126,1.678420478277273e-06
0,-62,0,0.295245346,98.5831676481,2.2290908898,31.5232646066,200.1314657475,2250.184463021,2346.0865443859,0.0001178527
0,-74,-117,-0.6993549857,83.1753387451,1.9728754163,26.0223064424,290.6730956864,2170.7848550074,2296.7216378414,0.2966357122
0,-67,-170,0.6955411246,84.4293953916,2.2715366113,32.6358018564,203.4389976582,2248.1295431321,2335.708336696,0.0005721808
0,-64,-18,0.2285685387,89.0069412276,2.5253924028,33.8586265569,207.5888516503,2252.4637983339,2345.3881823471,1.4610686782878312e-05
0,-62,-1,0.3316591321,95.3409723358,2.2275362401,31.819059104,202.4962987207,2260.6449535791,2347.908377244,0.0033787233
0,-68,-71,1.012376859,91.4628727707,2.3616695415,34.2085289373,223.9597970315,2232.0024009676,2341.7126782717,2.78002729264941e-06
0,-61,10,0.5182979877,99.7887224809,2.2791932583,32.5247039397,207.2931511441,2261.5934313217,2349.385345615,3.398104272766962e-05
0,-63,23,0.7891257673,106.9782945124,2.0585820747,32.1765195668,207.7864164502,2249.8479255231,2339.4934975216,7.610811850769312e-05
0,-72,-76,-1.2471700385,91.5405060053,1.8926646233,30.1186767578,296.402557373,2195.368922775,2315.3194647911,0.000190953
0,-62,-149,-0.0397357781,85.9120645166,2.2485373127,32.417530641,239.9161515783,2206.2737478526,2329.6390179106,0.001125367
0,-60,-38,-1.1948534774,82.7524106635,2.0701133837,29.8659038954,356.6619582781,2192.1096604732,2321.4919543824,11.3774851958
0,-65,76,0.3008660124,77.2642046228,2.1623262023,33.2246746216,222.981032603,2249.4331825518,2330.078241648,4.516900734662303e-06
0,-67,-70,0.5872942287,86.7783305601,1.7630935793,33.4683071864,202.4558318337,2274.9551814119,2332.9730035103,0.0384569205
0,-66,-1,0.4193541355,87.7626736252,2.2214404857,31.6015560758,201.3908359504,2257.8216802954,2345.8849439808,0.0253530226
0,-64,61,0.1895422097,76.0340040245,2.3617637843,34.1094103703,217.3860991588,2240.0275402112,2318.9118556127,0.0010931116
0,-69,-73,-0.014064199,82.7970779361,2.3570303683,33.2477434885,221.1728465491,2219.3730394815,2340.2813779243,5.2699644008117565e-06
0,-60,129,1.5782242676,66.073607241,2.4309705618,33.1041779333,205.0184430412,2227.690575544,2311.2401205025,0.0002635267
0,-66,-172,1.1816028775,84.3419864889,2.269832397,32.891768262,197.7907629304,2223.4759046225,2334.7752129036,2.8005777419961865e-06
0,-65,22,1.1447057963,91.3394994315,2.0848393335,32.9237235942,197.547582193,2249.6265229075,2343.6871562363,4.3595335071388894e-05
0,-62,154,1.0987143315,85.9067916703,2.3913777987,36.0346328174,171.4596431327,2245.5395874461,2328.4156171757,0.0014982421
0,-71,-122,0.511789361,81.4456986789,2.2477114612,32.3162970305,222.763036473,2244.624419052,2314.3113479644,8.647904432562473e-07
0,-64,132,0.650800758,93.2694758842,2.3565907029,33.9458812217,196.8998141035,2246.5358324573,2330.2645444647,1.920864802364129e-06
0,-62,5,0.2983182253,95.3213086498,2.2532957165,32.1098000325,219.7477554062,2249.735687128,2339.9158147718,0.000228103
0,-63,-31,-0.3519019656,104.3251859467,2.2924728348,32.4000117701,233.7116912967,2249.3826122085,2345.6671721733,0.0019655988
0,-58,1,0.0486396681,93.0137995733,2.1936160524,33.1827264113,229.4260954658,2239.8900298642,2335.6136018767,0.0012244168
0,-66,3,0.6137779468,93.2936677136,2.1848259132,30.962947956,211.168171666,2235.9114471175,2350.1361618631,1.8673903322135664e-06
0,-61,83,1.2808799546,78.240965832,2.3325697217,33.9726994311,198.386087201,2248.1625863285,2328.6414012749,2.7147285221401665e-05
0,-63,42,0.8827763876,82.8636792481,2.0807607427,31.3590032171,213.2387727535,2239.0569380751,2329.0606004058,0.000498174
0,-60,83,1.1359795935,81.0307905642,2.3358565018,32.8135731329,198.8781103379,2248.1568724784,2331.0239205105,0.0004531209
0,-71,-90,-1.1311035401,87.7456636868,2.1399260021,28.4978100418,253.6175523598,2226.9691846736,2315.7514252184,0.0002350929
0,-64,14,0.1022850945,102.7074308411,2.1248142913,30.4355816012,218.693794842,2248.7287863808,2338.6885739952,0.003046097
0,-58,18,0.3642829184,83.3778773987,2.1774780774,31.8773417741,232.5899557781,2243.03052928,2345.8230157858,8.823810634854209e-05
0,-74,-131,-1.6936050043,99.8075104058,2.4799367227,34.2077217251,344.0782164931,2168.4486606707,2306.4562652017,22.4766598041
0,-64,-43,-0.4210631214,106.0246068918,2.2437960002,33.2113660723,239.3450794037,2243.360757443,2346.6694837152,0.0132437203
0,-63,-38,-0.3767411975,104.0923070859,2.1651931476,31.8992517073,249.149409375,2237.3724204642,2343.4165717242,7.694481357104905e-07
0,-64,-148,1.220536756,93.6913534933,2.3090722285,32.6063360081,195.398421825,2254.9639435002,2340.3109361335,1.9061356215808075e-06
0,-33,-72,10.7532663699,20.9035616031,2.5811053439,29.5937409187,42.1295544247,2241.1681241242,2279.6219820401,6.639722502601042e-05
0,-60,99,1.1384456642,80.067840707,2.2255716667,31.5337265073,214.9473246813,2232.8687198653,2322.1816219677,0.0005046533
0,-62,77,1.5230444308,75.0169406435,2.1893983775,34.5264779197,204.326348597,2260.4058050809,2335.4181341868,0.0001214454
0,-64,153,1.3133100932,80.8258407921,2.3220747988,33.38452487,198.9590088384,2248.3968717824,2340.5660173308,0.0038983414
0,-64,-2,0.6814511892,96.8667346727,2.266544217,32.3611943494,196.6844604356,2258.1940887057,2346.6833764346,1.3498865669365267e-05
0,-60,-11,0.315395506,94.2617984829,2.2451590985,30.8528353978,223.6564882566,2247.4518127547,2339.8384120451,3.7484498618023336e-06
0,-72,-19,-0.7060174599,89.1460936803,2.2617475865,31.1596499671,222.420731819,2241.6291612584,2348.753410068,2.782095961995396e-07
0,-63,-31,-1.4055260335,88.9446166785,2.1685167534,30.1229755255,282.6913175521,2227.429175703,2335.8711756012,0.016944728
0,-71,-45,-1.7058920287,87.1910368206,2.1859851103,25.9830620766,274.2643030942,2224.9286554364,2341.680190333,0.004097753
0,-71,-92,-0.5713244419,84.2012640609,2.1832669169,30.8723953392,249.6870915498,2217.0199804361,2333.1822962179,8.256949150905373e-09
0,-63,10,0.6368727767,93.4924972027,2.2008796699,31.875857598,222.8509218719,2248.5796355992,2344.9673260335,0.0001647219
0,-59,9,0.2278326787,110.8526563274,2.2667054511,34.3476679302,207.9351386778,2254.5800604168,2344.2860894617,0.0002593226
0,-69,-157,0.8854713394,84.7359316306,2.187727551,31.6121841169,220.8563579447,2241.1809512207,2336.2059075063,1.6513691721015373e-05
0,-66,123,-0.8979891516,85.0976265722,2.1436751141,32.5542379188,240.648991384,2236.166575369,2335.0084905044,0.0017628257
0,-67,36,-0.5712180402,82.0305108831,2.1938179434,31.5007624567,241.0225258763,2236.9960541691,2337.5555868188,3.9080835855670093e-07
0,-66,-35,-1.658747688,87.4392978512,2.2270203644,30.9085049569,281.6554464884,2227.2569618741,2338.6729520644,0.0195222005
0,-69,-151,0.8246576415,82.8705451685,2.2307676985,31.833700052,211.0658448379,2235.037372346,2339.1056793957,1.134141747181586e-06
0,-66,168,-1.7065033352,84.5941503131,1.9029505711,30.9986024998,312.9747761198,2207.2314877614,2318.308747011,0.0655053397
0,-65,5,0.5992718975,97.1277287237,2.3327493004,31.2289574833,218.1011436941,2248.380791504,2348.3570794953,5.035789527176207e-05
0,-60,-37,-0.8693595833,88.4972876043,1.8786914356,29.4140857841,307.5883633131,2207.3273575934,2323.0351339186,0.0151725136
0,-72,-78,-0.685257012,117.8765732795,3.2225909234,34.8992973316,270.9277099632,2211.2994356897,2349.0821258653,0.1579490677
0,-71,-107,0.1345778098,83.5830476775,2.2166783001,32.0504772446,207.390564925,2250.488040335,2316.7155948399,1.7070342615590454e-05
0,-61,-31,0.0003217605,101.4908518943,2.2536007625,31.8375521059,231.007449319,2246.9177180703,2344.966009985,0.0008342291
0,-66,-34,-1.5219693514,82.6164606597,2.1787303809,30.2802562245,283.9392900507,2238.3367151169,2340.951985255,0.0044276312
0,-68,-27,0.2894644744,100.896204219,2.2095506746,32.3468326521,195.252533748,2265.6292836936,2352.7506339214,0.0004109262
0,-63,22,0.6675317261,89.463378024,2.2133538147,31.5723948972,241.3134457396,2233.1404107017,2339.7162891472,9.501139585140672e-05
0,-61,2,-0.1734559305,85.037985453,2.1578041751,31.0060754144,249.5833809374,2242.241900351,2335.9763870378,0.0008364859
0,-64,-12,-0.9585255797,84.5275791829,2.2569095603,30.2055195621,264.3874114492,2237.2400810128,2328.7187170034,0.0011172615
0,-64,-5,-1.0036489627,83.7515800263,2.1431341308,28.0681562106,292.1703522997,2227.4075092177,2334.4111233442,0.0029444956
0,-68,-150,1.2703803616,87.0751445422,2.2701996317,32.3246472911,194.2055594531,2252.1422914965,2345.3599488003,2.592100158728765e-07
0,-63,115,1.1591116736,85.242156699,2.1954912881,32.6476776007,202.834344286,2243.5842164215,2335.9281187889,5.526282507143183e-05
0,-66,27,0.2484930395,85.0899660845,2.2135842947,32.8987429816,229.1534234815,2242.3961253981,2340.5802302424,0.0001838223
0,-65,-21,0.0773193167,94.0170018522,2.2536771305,34.8423815313,225.428950673,2248.3860647094,2345.0921875172,2.421346162716313e-05
0,-71,-88,-0.5397948627,79.6821839845,2.2794028662,31.5003492532,224.8780425321,2250.0028528755,2321.7290577866,0.0071115862
0,-55,15,0.3422886012,88.9758064187,2.2657459981,32.2597187435,209.5584808551,2233.6007422529,2339.5741790582,0.0002200238
0,-65,-26,-0.233879979,94.2359708466,2.1456419474,31.5707152974,219.7093696229,2254.939602354,2348.670385143,0.0050291252
0,-74,-138,-1.488421287,83.2865881812,2.287636761,28.6126146591,297.3193967477,2189.8569826287,2306.9662921335,0.0235567292
0,-66,-39,-1.3012968972,84.9761719768,2.1427947004,30.2605432028,243.7161728215,2238.7588550878,2341.9918456929,0.0794249851
0,-58,-7,0.6115486758,80.1501314756,2.199971967,30.6434026672,223.9739510515,2240.7106120884,2332.8758146122,0.0017023308
0,-72,-76,-0.700810005,102.2285460234,2.1136596194,30.3331546783,215.6140289158,2238.0028193606,2320.4507483745,2.879130280664433e-09
0,-72,-76,-1.4749100207,88.1075897226,1.8603394032,25.2483253479,267.2484433651,2192.6272234522,2272.0712901829,0.0003728495
0,-71,-24,-0.0946638749,94.4896599563,2.2165910107,31.8365444073,216.7787491284,2241.7312100844,2348.469984936,2.803443179836108e-07
0,-67,-40,-1.1428197253,92.3441064494,2.212271091,31.1166757709,241.5041128102,2241.1354164261,2343.4393915288,0.0010537125
0,-59,23,0.4676478503,82.0134564161,2.2014141157,31.9096218021,251.7998576572,2231.4256336403,2336.8353921051,2.5611556979091852e-05
0,-74,-116,-0.9285100026,81.7970199585,1.6149453502,21.4833239317,305.3083496094,2160.4483411145,2300.8189923431,20.045814426
0,-66,-5,0.7034916741,97.0865285374,2.2307818578,31.7049319482,210.7723757408,2247.5958014822,2342.024343783,0.0001520684
0,-65,70,-0.3237973931,79.6980941299,2.329402903,32.6914710826,197.3990763066,2248.0795466634,2321.5036096046,0.0005086711
0,-63,156,1.2897992001,75.2555446258,2.1226036765,32.0627191047,207.7637836907,2262.907968969,2341.1477555753,2.1998207558003797e-07
0,-69,-76,0.6734452822,107.4148264829,2.3247505308,37.0796192114,155.9740336901,2260.3387776557,2343.5249932122,0.0010555427
0,-69,-44,-1.7487063898,85.8360189051,2.1335996423,28.9689998249,272.0251670718,2225.6031405195,2337.6153101984,0.0583373229
0,-68,-146,0.6561780074,81.6340325426,2.2850122812,32.7240685675,207.3287416419,2250.2539973614,2336.2190388234,1.895538375028786e-05
0,-64,15,0.9751714699,98.8122830211,2.2913201254,32.6639311045,219.4558028177,2255.1918581732,2347.7546218154,5.709890182682845e-06
0,-62,-41,-0.5773984252,97.5184265343,2.2156314572,31.2949414843,254.0272909054,2236.73781216,2341.2642094087,0.0218368681
0,-74,-29,-1.3198949228,96.2194609063,2.1718716703,34.5273500081,199.7976255904,2259.3547155456,2344.2750254141,4.2498361083720545e-08
0,-73,-175,-0.3478818704,83.8460274144,2.2502302735,32.5513988717,224.5111013682,2238.3999121857,2335.724467071,7.931921423137427e-06
0,-70,-78,-0.0746105213,93.0598189603,2.3303448436,32.9469786117,184.7795660425,2274.7722772911,2327.7480520008,0.0259178914
0,-71,-121,-0.4538411043,82.661004234,2.2703993111,31.3612257268,231.3320160381,2238.8001916427,2319.2918580953,3.131145199078328e-05
0,-67,-167,0.9677639926,90.1771020795,2.2493943416,32.2622419924,196.9444500992,2230.4317670057,2338.3457946051,7.177443715477076e-06
0,-61,-35,-0.7582331317,82.9807350507,1.924487432,28.1281244922,282.0760755632,2222.1053831066,2331.6277157908,0.0001861064
0,-67,174,1.053633498,96.7543365772,2.2102800489,33.2124099469,184.4675333205,2256.9149507898,2344.8640292681,1.0271189496809314e-06
0,-68,-162,0.7703484218,93.131773434,2.1748154511,31.6808726138,207.0087667772,2247.7404391176,2339.5156916876,1.8107349432420155e-05
0,-65,-53,-1.0074928632,82.5886328174,2.0861356816,29.2063606866,260.9221453687,2231.686590754,2339.1619377822,0.0060461818
